Distributor,Region,City,Retailer,Store Code,Address,Latitude,Longitude,Phone,Blue Band Margarine,Lipton Yellow Label Tea,Royco Bouillon Cubes,Knorr Bouillon Cubes,OMO Detergent,Sunlight Washing Powder,Sunlight Dishwashing Liquid,Close-Up Toothpaste,Pepsodent Toothpaste,Lux Soap,Lifebuoy Soap,Rexona,Pears,Vaseline,Axe Body Spray
VANCREST GLOBAL VENTURES,South South,Port Harcourt,Best Bazaar,RET-SOU-8665,"111 Broad Street, Port Harcourt",4.817583,7.048647,2349006635657,121,129,90,156,68,114,81,153,54,92,193,79,143,48,218
VANCREST GLOBAL VENTURES,South South,Port Harcourt,Smart Mart,RET-SOU-1987,"44 Broad Street, Port Harcourt",4.809524,7.032622,2348788917286,189,231,23,181,69,211,218,209,124,91,172,118,221,179,47
VANCREST GLOBAL VENTURES,South South,Benin,Royal Corner,RET-SOU-5098,"84 Market Street, Benin",6.344916,5.608739,2348443741145,196,68,30,166,63,37,50,123,19,15,87,208,189,92,188
VANCREST GLOBAL VENTURES,South South,Warri,Green Bazaar,RET-SOU-2510,"118 Broad Street, Warri",5.502276,5.739318,2348901707062,187,159,198,31,214,229,218,132,55,129,126,178,45,181,112
VANCREST GLOBAL VENTURES,South South,Port Harcourt,City Bazaar,RET-SOU-5845,"93 Allen Street, Port Harcourt",4.827109,7.048533,2347404153087,123,172,37,104,188,224,162,93,91,30,60,197,96,188,82
VANCREST GLOBAL VENTURES,South South,Calabar,Mega Supermarket,RET-SOU-2010,"43 Market Street, Calabar",4.950712,8.308441,2347153946523,98,17,185,39,95,167,72,198,178,207,73,125,162,106,147
VANCREST GLOBAL VENTURES,South South,Uyo,Unity Supermarket,RET-SOU-6879,"31 Broad Street, Uyo",5.04774,7.904129,2347599287969,188,245,93,241,242,71,244,232,209,149,182,59,128,198,102
VANCREST GLOBAL VENTURES,South South,Calabar,Super Center,RET-SOU-9852,"100 Unity Street, Calabar",4.956438,8.345047,2348707860373,226,226,95,13,102,201,24,74,223,95,134,13,179,127,157
VANCREST GLOBAL VENTURES,South South,Calabar,Unity Bazaar,RET-SOU-5876,"57 Broad Street, Calabar",4.976984,8.3417,2348459537521,242,56,16,13,40,105,170,11,142,108,228,78,218,208,146
VANCREST GLOBAL VENTURES,South South,Uyo,Best Mart,RET-SOU-5299,"112 Market Street, Uyo",5.048143,7.913043,2347994950029,84,52,22,35,201,85,148,157,191,86,87,179,68,187,226
VANCREST GLOBAL VENTURES,South South,Port Harcourt,Value Mart,RET-SOU-3842,"3 Market Street, Port Harcourt",4.823974,7.065651,2348384523427,135,109,207,149,198,126,101,48,102,136,69,30,219,193,50
VANCREST GLOBAL VENTURES,South South,Warri,Value Outlet,RET-SOU-4624,"100 Allen Street, Warri",5.500745,5.76932,2347377437947,182,153,134,95,128,15,16,32,109,65,72,20,89,135,45
VANCREST GLOBAL VENTURES,South South,Calabar,Value Retail,RET-SOU-9744,"101 Allen Street, Calabar",4.977536,8.308952,2347840487682,224,91,242,187,48,205,166,39,199,17,218,168,62,135,184
VANCREST GLOBAL VENTURES,South South,Uyo,Daily Supermarket,RET-SOU-2358,"104 Unity Street, Uyo",5.031963,7.921881,2348500499680,95,210,230,95,151,87,34,197,190,187,149,102,48,22,188
VANCREST GLOBAL VENTURES,South South,Calabar,Mega Bazaar,RET-SOU-5905,"30 Broad Street, Calabar",4.9741,8.332114,2348701759253,178,25,222,207,178,230,58,87,243,233,88,242,83,150,36
VANCREST GLOBAL VENTURES,South South,Port Harcourt,Express Stores,RET-SOU-8227,"75 Broad Street, Port Harcourt",4.829585,7.031392,2348847309202,31,223,16,224,22,169,128,217,243,145,69,134,208,118,191
VANCREST GLOBAL VENTURES,South South,Port Harcourt,Smart Retail,RET-SOU-7518,"149 Palm Street, Port Harcourt",4.818081,7.062115,2348036864886,201,188,21,226,54,142,114,51,100,170,88,234,37,18,140
VANCREST GLOBAL VENTURES,South South,Port Harcourt,Urban Hub,RET-SOU-5131,"51 Broad Street, Port Harcourt",4.831756,7.033083,2349049862704,64,241,243,245,19,44,145,125,102,36,59,189,241,197,228
VANCREST GLOBAL VENTURES,South South,Calabar,Mega Outlet,RET-SOU-8029,"36 Broad Street, Calabar",4.972368,8.331992,2347083889637,101,24,90,91,113,57,18,13,17,91,250,143,168,220,217
VANCREST GLOBAL VENTURES,South South,Benin,Urban Shop,RET-SOU-7623,"98 Allen Street, Benin",6.335328,5.591953,2347541702992,210,162,44,40,156,203,101,122,147,120,149,198,91,149,144
VANCREST GLOBAL VENTURES,South South,Calabar,Mega Mart,RET-SOU-8264,"79 Unity Street, Calabar",4.949916,8.346112,2347042519388,160,224,178,86,103,81,64,201,204,177,153,48,230,71,248
VANCREST GLOBAL VENTURES,South South,Benin,Choice Hub,RET-SOU-3447,"104 Allen Street, Benin",6.351133,5.598917,2347909172173,54,176,66,192,168,244,89,151,86,59,50,22,152,161,29
VANCREST GLOBAL VENTURES,South South,Port Harcourt,Royal Hub,RET-SOU-8653,"114 Commercial Street, Port Harcourt",4.827751,7.063027,2347622167239,187,141,94,79,54,55,27,14,20,41,49,155,103,217,114
VANCREST GLOBAL VENTURES,South South,Calabar,Royal Stores,RET-SOU-7682,"56 Market Street, Calabar",4.9673,8.328732,2347211593854,43,95,152,107,18,158,34,138,66,79,75,150,105,216,80
VANCREST GLOBAL VENTURES,South South,Port Harcourt,Golden Mart,RET-SOU-8000,"136 Allen Street, Port Harcourt",4.826095,7.033905,2348637917851,63,219,212,182,10,58,31,212,98,208,144,31,210,111,137
VANCREST GLOBAL VENTURES,South South,Calabar,Unity Retail,RET-SOU-3783,"121 Palm Street, Calabar",4.942252,8.333477,2347398180858,213,66,112,76,135,177,146,17,66,214,231,45,53,153,61
VANCREST GLOBAL VENTURES,South South,Uyo,Family Outlet,RET-SOU-1967,"9 Market Street, Uyo",5.024498,7.931266,2347127566357,160,192,52,18,128,101,117,222,162,109,81,43,108,59,34
VANCREST GLOBAL VENTURES,South South,Uyo,Top Center,RET-SOU-1721,"79 Allen Street, Uyo",5.052995,7.924954,2348339387256,68,196,226,86,88,147,135,196,185,250,103,88,46,217,174
VANCREST GLOBAL VENTURES,South South,Warri,Daily Outlet,RET-SOU-6906,"33 Kings Street, Warri",5.496702,5.761983,2348799173759,56,203,62,25,51,85,136,233,134,138,98,169,185,26,171
VANCREST GLOBAL VENTURES,South South,Warri,Market Retail,RET-SOU-2212,"48 Unity Street, Warri",5.505094,5.764405,2348081695907,185,219,94,165,189,221,192,93,231,189,138,72,176,172,186
VANCREST GLOBAL VENTURES,South South,Uyo,Fresh Bazaar,RET-SOU-7077,"126 Kings Street, Uyo",5.043518,7.928371,2347033880415,224,152,99,95,168,70,229,142,80,131,247,49,88,159,46
VANCREST GLOBAL VENTURES,South South,Benin,Prime Mart,RET-SOU-1966,"100 Palm Street, Benin",6.35345,5.604829,2348060781767,36,10,34,72,125,249,73,15,168,18,192,60,216,71,135
VANCREST GLOBAL VENTURES,South South,Benin,Top Stores,RET-SOU-8648,"56 Market Street, Benin",6.317719,5.594562,2347620325176,182,148,203,42,208,112,41,193,239,231,126,152,152,86,131
VANCREST GLOBAL VENTURES,South South,Warri,Express Hub,RET-SOU-9966,"18 Market Street, Warri",5.515086,5.760999,2347592905553,24,218,70,151,216,120,248,86,170,242,36,170,36,230,44
VANCREST GLOBAL VENTURES,South South,Port Harcourt,Urban Retail,RET-SOU-6699,"75 Palm Street, Port Harcourt",4.796117,7.062563,2348463572534,236,188,245,188,110,48,248,42,77,65,81,225,75,73,43
VANCREST GLOBAL VENTURES,South South,Benin,Value Shop,RET-SOU-5961,"37 Market Street, Benin",6.351726,5.609647,2348104838990,98,92,119,151,16,229,239,25,175,219,103,248,93,196,14
VANCREST GLOBAL VENTURES,South South,Benin,Mega Mart,RET-SOU-2308,"47 Kings Street, Benin",6.324418,5.615066,2348300817823,221,68,163,13,201,104,60,126,57,53,190,104,237,214,169
VANCREST GLOBAL VENTURES,South South,Calabar,Daily Center,RET-SOU-9301,"14 Unity Street, Calabar",4.951301,8.328612,2347247774633,155,153,62,67,123,80,215,76,145,146,115,29,16,101,213
VANCREST GLOBAL VENTURES,South South,Calabar,City Retail,RET-SOU-8744,"117 Market Street, Calabar",4.95921,8.311131,2349067766212,148,237,222,236,247,194,34,197,144,249,177,134,124,99,136
VANCREST GLOBAL VENTURES,South South,Uyo,Fresh Retail,RET-SOU-3799,"28 Palm Street, Uyo",5.043379,7.902158,2347925823468,160,230,234,156,123,222,22,132,211,45,205,80,183,45,209
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Ilorin,Family Shop,RET-NOR-1538,"42 Palm Street, Ilorin",8.50169,4.5681,2348064805026,220,132,194,98,190,189,46,163,179,188,77,11,156,175,47
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Jos,Urban Shop,RET-NOR-6930,"148 Broad Street, Jos",9.90784,8.846262,2348430392989,46,171,98,169,79,126,183,163,68,12,167,233,239,166,36
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Makurdi,Family Hub,RET-NOR-8506,"132 Commercial Street, Makurdi",7.713613,8.532099,2348244640462,198,165,225,64,42,23,219,123,79,59,112,116,116,31,103
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Abuja,Super Retail,RET-NOR-9775,"15 Market Street, Abuja",9.073999,7.381741,2348839034734,158,91,176,178,198,108,249,199,171,126,226,87,243,127,232
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Ilorin,Mega Hub,RET-NOR-2584,"146 Broad Street, Ilorin",8.499446,4.538786,2348525627466,123,214,168,209,23,147,149,250,205,153,105,126,246,150,182
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Lokoja,Daily Bazaar,RET-NOR-2005,"65 Unity Street, Lokoja",7.79712,6.752024,2347159916387,201,218,212,36,38,113,45,109,11,92,242,187,11,167,238
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Makurdi,Fresh Center,RET-NOR-9190,"143 Palm Street, Makurdi",7.749245,8.531838,2348477535603,247,46,40,243,15,179,150,146,220,174,89,195,107,104,130
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Abuja,Green Hub,RET-NOR-1534,"90 Broad Street, Abuja",9.083562,7.390835,2348507171893,13,66,231,239,133,89,175,220,211,239,104,60,73,103,179
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Ilorin,Choice Retail,RET-NOR-7706,"132 Broad Street, Ilorin",8.48507,4.549527,2348607170233,126,250,219,135,162,231,76,182,167,102,205,225,230,46,81
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Jos,Top Mart,RET-NOR-3735,"90 Market Street, Jos",9.909961,8.877135,2348087608063,25,121,214,241,238,200,143,227,215,72,85,21,249,222,121
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Jos,Family Shop,RET-NOR-2416,"134 Kings Street, Jos",9.881494,8.854303,2348513908196,150,88,111,142,117,219,179,106,232,124,154,127,39,100,230
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Jos,City Stores,RET-NOR-9958,"47 Kings Street, Jos",9.915338,8.872014,2347090240874,224,178,208,107,106,11,59,193,181,106,80,167,209,84,43
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Jos,Green Corner,RET-NOR-5858,"141 Palm Street, Jos",9.886582,8.844431,2348903675540,234,18,74,91,30,244,239,73,162,155,118,247,121,12,121
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Makurdi,Choice Bazaar,RET-NOR-2060,"12 Unity Street, Makurdi",7.742883,8.545855,2347949555049,122,240,134,238,70,169,188,190,122,235,80,36,92,247,218
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Abuja,Elite Center,RET-NOR-3003,"118 Broad Street, Abuja",9.064926,7.389981,2348285823394,98,32,44,210,122,43,68,25,203,153,90,236,227,42,172
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Makurdi,Prime Shop,RET-NOR-6676,"5 Broad Street, Makurdi",7.74161,8.537687,2348717704008,36,100,48,54,153,238,178,62,114,106,192,122,38,248,175
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Jos,Top Supermarket,RET-NOR-5029,"66 Palm Street, Jos",9.89827,8.86234,2347172501494,149,238,83,126,193,69,187,57,191,11,188,131,222,172,107
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Jos,Express Retail,RET-NOR-3801,"131 Market Street, Jos",9.900479,8.847904,2349090864554,249,99,39,70,68,179,78,249,135,118,142,121,237,34,183
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Jos,Urban Corner,RET-NOR-7063,"17 Unity Street, Jos",9.902804,8.850921,2348949177020,31,80,116,60,183,47,73,82,82,191,127,161,155,149,215
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Lokoja,Market Retail,RET-NOR-6043,"110 Allen Street, Lokoja",7.805377,6.726587,2348289342277,24,176,149,200,33,243,79,203,202,129,192,90,129,102,37
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Makurdi,Smart Mart,RET-NOR-7642,"145 Kings Street, Makurdi",7.718316,8.536173,2348025711187,213,159,204,26,247,222,46,213,52,104,140,32,236,120,165
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Abuja,Choice Retail,RET-NOR-4667,"92 Allen Street, Abuja",9.083048,7.407114,2348146333649,20,105,12,72,94,141,113,26,152,75,159,177,47,235,98
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Lokoja,Fresh Stores,RET-NOR-2142,"15 Kings Street, Lokoja",7.814804,6.735466,2347423753783,163,233,74,235,58,172,124,93,208,118,199,65,123,167,225
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Makurdi,Family Mart,RET-NOR-4535,"145 Allen Street, Makurdi",7.738892,8.530666,2348834435346,16,102,28,67,170,136,192,43,241,173,246,159,204,187,173
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Makurdi,Market Supermarket,RET-NOR-2886,"103 Commercial Street, Makurdi",7.738558,8.53086,2347669354301,90,244,16,200,160,244,92,39,66,68,234,230,17,217,178
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Jos,Fresh Shop,RET-NOR-9283,"108 Allen Street, Jos",9.907949,8.852478,2348732772252,22,247,134,242,250,152,192,166,73,105,85,228,242,79,151
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Abuja,Royal Shop,RET-NOR-9632,"85 Unity Street, Abuja",9.09438,7.416268,2348358657359,75,42,31,209,210,236,248,77,176,230,242,166,15,186,121
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Abuja,Family Shop,RET-NOR-6163,"118 Kings Street, Abuja",9.073407,7.407224,2348728584066,245,84,79,11,204,20,61,96,140,92,146,190,32,21,14
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Abuja,Royal Outlet,RET-NOR-9491,"118 Allen Street, Abuja",9.066005,7.407432,2348960383164,207,176,106,64,36,162,105,133,240,162,144,99,61,168,219
ADEBIYI PHARMA NIGERIA LIMITED,North Central,Jos,Market Supermarket,RET-NOR-5297,"22 Palm Street, Jos",9.897746,8.853175,2348201036626,66,132,58,173,186,163,225,194,211,48,239,67,187,135,247
IFJANE NIG LIMITED,North East,Yola,Best Supermarket,RET-NOR-4027,"71 Unity Street, Yola",9.217112,12.491626,2347806767413,126,72,233,231,77,91,124,143,79,169,43,192,206,226,93
IFJANE NIG LIMITED,North East,Bauchi,City Stores,RET-NOR-1762,"33 Palm Street, Bauchi",10.33343,9.833012,2347559742970,68,16,248,113,65,213,58,27,245,211,117,10,144,140,112
IFJANE NIG LIMITED,North East,Jalingo,Smart Stores,RET-NOR-5071,"100 Market Street, Jalingo",8.887172,11.352657,2347931973487,62,205,246,142,223,51,138,186,32,173,232,197,65,160,208
IFJANE NIG LIMITED,North East,Yola,Daily Bazaar,RET-NOR-6535,"78 Commercial Street, Yola",9.224766,12.492651,2348063392495,122,145,193,49,191,225,194,166,106,84,16,207,47,99,150
IFJANE NIG LIMITED,North East,Yola,Golden Stores,RET-NOR-8766,"89 Broad Street, Yola",9.188573,12.463451,2348176355358,48,168,36,183,159,43,146,206,215,26,99,106,220,75,157
IFJANE NIG LIMITED,North East,Bauchi,Golden Shop,RET-NOR-7301,"106 Kings Street, Bauchi",10.304615,9.845551,2348907769386,121,106,29,246,97,217,98,248,73,188,234,194,42,228,235
IFJANE NIG LIMITED,North East,Maiduguri,Express Outlet,RET-NOR-3368,"146 Allen Street, Maiduguri",11.826192,13.164031,2348973406897,84,46,201,74,31,71,63,74,35,32,21,18,64,113,142
IFJANE NIG LIMITED,North East,Maiduguri,Green Shop,RET-NOR-4297,"95 Allen Street, Maiduguri",11.841016,13.150611,2348705442802,162,121,30,188,239,55,52,187,194,222,131,32,228,59,225
IFJANE NIG LIMITED,North East,Jalingo,Best Center,RET-NOR-9303,"137 Commercial Street, Jalingo",8.910096,11.343824,2347233566729,80,122,240,23,72,73,68,101,10,92,63,109,49,85,159
IFJANE NIG LIMITED,North East,Bauchi,Express Outlet,RET-NOR-2489,"25 Market Street, Bauchi",10.324421,9.859652,2348504561625,46,35,143,170,164,170,189,135,94,103,133,248,150,178,233
IFJANE NIG LIMITED,North East,Yola,Mega Shop,RET-NOR-9617,"47 Broad Street, Yola",9.222424,12.472883,2347762695016,228,160,236,237,249,11,175,160,114,108,242,250,151,161,93
IFJANE NIG LIMITED,North East,Yola,Market Retail,RET-NOR-8516,"116 Allen Street, Yola",9.204039,12.487168,2348824681534,43,66,201,167,129,220,130,220,26,11,62,103,236,200,70
IFJANE NIG LIMITED,North East,Jalingo,Market Center,RET-NOR-3835,"45 Broad Street, Jalingo",8.884232,11.350838,2348459742859,184,248,44,10,96,140,104,61,222,104,240,59,226,156,25
IFJANE NIG LIMITED,North East,Bauchi,Value Mart,RET-NOR-1898,"94 Unity Street, Bauchi",10.296224,9.835239,2348982526908,250,228,166,140,129,102,10,239,31,104,44,92,246,194,102
IFJANE NIG LIMITED,North East,Yola,Prime Hub,RET-NOR-3833,"70 Kings Street, Yola",9.197836,12.482123,2348947246383,215,60,108,22,23,22,122,69,78,93,200,238,170,21,159
IFJANE NIG LIMITED,North East,Maiduguri,City Shop,RET-NOR-3596,"24 Commercial Street, Maiduguri",11.85251,13.14017,2348099382683,77,53,183,165,192,120,128,23,225,53,204,242,189,202,144
IFJANE NIG LIMITED,North East,Maiduguri,Mega Mart,RET-NOR-5045,"22 Kings Street, Maiduguri",11.819008,13.147359,2348184357670,173,156,41,176,90,69,14,139,207,15,125,42,147,39,196
IFJANE NIG LIMITED,North East,Bauchi,Elite Bazaar,RET-NOR-4139,"84 Market Street, Bauchi",10.309792,9.848594,2348877186255,66,162,46,80,44,236,90,143,175,243,106,180,171,171,86
IFJANE NIG LIMITED,North East,Bauchi,City Center,RET-NOR-8367,"32 Palm Street, Bauchi",10.313541,9.84483,2347715828401,166,75,183,10,108,166,15,97,236,123,106,93,169,206,173
IFJANE NIG LIMITED,North East,Bauchi,Family Mart,RET-NOR-5267,"112 Palm Street, Bauchi",10.304536,9.834765,2347536354811,211,18,238,138,45,175,34,20,166,46,202,83,20,195,234
OLAYIWOLA STORES,North East,Maiduguri,Daily Corner,RET-NOR-3476,"136 Commercial Street, Maiduguri",11.820773,13.1524,2347068384255,159,157,11,17,248,158,55,154,57,151,20,186,125,237,182
OLAYIWOLA STORES,North East,Jalingo,Golden Bazaar,RET-NOR-9919,"27 Broad Street, Jalingo",8.895734,11.362573,2348180297538,187,73,63,164,218,94,45,186,22,63,94,189,76,133,180
OLAYIWOLA STORES,North East,Yola,Smart Bazaar,RET-NOR-4237,"92 Commercial Street, Yola",9.207547,12.463369,2348690671101,132,61,137,10,92,239,218,40,104,61,79,51,232,249,166
OLAYIWOLA STORES,North East,Maiduguri,Choice Hub,RET-NOR-3439,"55 Market Street, Maiduguri",11.817388,13.146451,2347781187049,135,79,88,155,77,243,123,107,193,229,171,30,89,38,205
OLAYIWOLA STORES,North East,Bauchi,Top Mart,RET-NOR-8863,"105 Palm Street, Bauchi",10.328332,9.862069,2348961114445,85,201,218,186,45,27,125,189,33,229,179,100,188,32,154
OLAYIWOLA STORES,North East,Jalingo,Value Shop,RET-NOR-5843,"130 Kings Street, Jalingo",8.897797,11.371041,2348950337190,245,219,218,166,124,108,32,240,70,157,114,203,143,85,174
OLAYIWOLA STORES,North East,Yola,Prime Hub,RET-NOR-3576,"115 Kings Street, Yola",9.211517,12.49222,2348792634306,121,59,72,19,222,54,164,127,228,60,146,231,87,161,179
OLAYIWOLA STORES,North East,Yola,Golden Stores,RET-NOR-7929,"94 Commercial Street, Yola",9.197438,12.470185,2347690240096,229,20,213,100,118,216,85,149,186,112,123,169,149,140,36
OLAYIWOLA STORES,North East,Bauchi,Value Mart,RET-NOR-1570,"115 Commercial Street, Bauchi",10.301141,9.831966,2347800339724,247,212,245,127,74,218,52,102,170,72,150,130,189,12,134
OLAYIWOLA STORES,North East,Bauchi,Urban Hub,RET-NOR-7375,"147 Unity Street, Bauchi",10.33402,9.860465,2348587300423,243,250,18,29,98,161,241,213,12,81,60,211,151,87,145
OLAYIWOLA STORES,North East,Yola,Smart Hub,RET-NOR-8983,"71 Commercial Street, Yola",9.221938,12.471345,2348780428929,125,189,125,89,176,202,86,121,223,29,73,72,235,149,183
OLAYIWOLA STORES,North East,Jalingo,Unity Retail,RET-NOR-4506,"50 Kings Street, Jalingo",8.880449,11.356291,2347643260284,79,119,84,250,187,90,18,194,200,225,202,46,10,120,112
OLAYIWOLA STORES,North East,Yola,Unity Outlet,RET-NOR-7308,"95 Broad Street, Yola",9.216305,12.466666,2347028377584,86,54,20,167,243,210,30,79,32,80,122,103,18,212,187
OLAYIWOLA STORES,North East,Bauchi,Mega Shop,RET-NOR-5684,"39 Unity Street, Bauchi",10.321818,9.852675,2348461106036,176,123,40,36,233,143,158,244,34,155,165,176,222,110,117
OLAYIWOLA STORES,North East,Yola,Prime Corner,RET-NOR-9810,"85 Broad Street, Yola",9.196789,12.471737,2348383193195,179,90,70,142,125,29,60,80,38,44,127,72,45,106,13
OLAYIWOLA STORES,North East,Maiduguri,Mega Hub,RET-NOR-3136,"78 Broad Street, Maiduguri",11.816845,13.162702,2348150717426,240,104,13,170,133,16,144,29,203,44,103,33,154,240,43
OLAYIWOLA STORES,North East,Bauchi,Super Corner,RET-NOR-7136,"111 Palm Street, Bauchi",10.335288,9.845956,2348670962303,59,206,102,246,60,64,179,209,133,104,203,223,36,202,152
OLAYIWOLA STORES,North East,Jalingo,Elite Shop,RET-NOR-8697,"64 Market Street, Jalingo",8.87661,11.372067,2347947048307,23,77,66,245,213,221,165,222,244,14,224,237,66,99,169
OLAYIWOLA STORES,North East,Maiduguri,Family Center,RET-NOR-1744,"116 Commercial Street, Maiduguri",11.844351,13.152685,2348597788040,180,61,50,70,219,90,20,86,147,159,245,206,42,218,122
OLAYIWOLA STORES,North East,Maiduguri,Smart Bazaar,RET-NOR-9935,"133 Market Street, Maiduguri",11.831518,13.166822,2348155118665,99,247,231,168,237,10,19,38,174,233,27,219,23,159,75
OLAYIWOLA STORES,North East,Yola,Value Retail,RET-NOR-8173,"48 Unity Street, Yola",9.215918,12.483485,2347176194055,209,106,140,139,224,53,120,110,95,240,198,146,29,174,166
OLAYIWOLA STORES,North East,Maiduguri,Value Bazaar,RET-NOR-1333,"98 Commercial Street, Maiduguri",11.832848,13.16222,2348658873521,22,66,120,131,229,55,114,147,139,161,223,116,38,107,61
OLAYIWOLA STORES,North East,Yola,Market Center,RET-NOR-4441,"109 Kings Street, Yola",9.204833,12.471533,2347377035741,178,219,228,230,48,53,148,25,213,218,46,182,15,209,128
OLAYIWOLA STORES,North East,Yola,Top Retail,RET-NOR-7271,"135 Broad Street, Yola",9.20384,12.487587,2347809194772,175,86,24,96,189,138,108,133,84,56,69,197,41,226,190
OLAYIWOLA STORES,North East,Jalingo,Fresh Shop,RET-NOR-8962,"106 Unity Street, Jalingo",8.87953,11.348999,2348734115800,202,188,33,174,157,219,247,234,224,52,116,169,237,32,193
